run_accession	sample_accession	country	collection_date	instrument_model	library_strategy	read_count	fastq_ftp
SRR10094530	SAMN10249141	Pakistan	2016-04	NextSeq 500	WGS	1839942	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/030/SRR10094530/SRR10094530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/030/SRR10094530/SRR10094530_2.fastq.gz
SRR10094533	SAMN10249090	Pakistan	2016-03	NextSeq 500	WGS	2200319	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/033/SRR10094533/SRR10094533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/033/SRR10094533/SRR10094533_2.fastq.gz
SRR10094534	SAMN10249119	Pakistan	2016-03	NextSeq 500	WGS	1222632	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/034/SRR10094534/SRR10094534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/034/SRR10094534/SRR10094534_2.fastq.gz
SRR10094538	SAMN10249000	Pakistan	2016-01	NextSeq 500	WGS	1617314	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/038/SRR10094538/SRR10094538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/038/SRR10094538/SRR10094538_2.fastq.gz
SRR10094543	SAMN10249056	Pakistan	2016-02	NextSeq 500	WGS	1631608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/043/SRR10094543/SRR10094543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/043/SRR10094543/SRR10094543_2.fastq.gz
SRR10094549	SAMN10249225	Pakistan	2016-03	NextSeq 500	WGS	1363917	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/049/SRR10094549/SRR10094549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/049/SRR10094549/SRR10094549_2.fastq.gz
SRR10094553	SAMN10249108	Pakistan	2016-02	NextSeq 500	WGS	1004775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10094553/SRR10094553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/053/SRR10094553/SRR10094553_2.fastq.gz
SRR10094556	SAMN10249207	Pakistan	2016-02	NextSeq 500	WGS	855615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/056/SRR10094556/SRR10094556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/056/SRR10094556/SRR10094556_2.fastq.gz
SRR10094557	SAMN10249025	Pakistan	2016-02	NextSeq 500	WGS	942637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/057/SRR10094557/SRR10094557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/057/SRR10094557/SRR10094557_2.fastq.gz
SRR10094558	SAMN10249092	Pakistan	2016-02	NextSeq 500	WGS	882279	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/058/SRR10094558/SRR10094558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/058/SRR10094558/SRR10094558_2.fastq.gz
SRR10740848	SAMN05213499	Pakistan	2013	Sequel	WGS	358749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/048/SRR10740848/SRR10740848_subreads.fastq.gz
SRR12204415	SAMN15502154	Pakistan	2019	NextSeq 550	WGS	543708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR122/015/SRR12204415/SRR12204415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR122/015/SRR12204415/SRR12204415_2.fastq.gz
SRR12823533	SAMN10086697	Pakistan	1998	Illumina MiSeq	WGS	998929	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/033/SRR12823533/SRR12823533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/033/SRR12823533/SRR12823533_2.fastq.gz
SRR12823550	SAMN10086696	Pakistan	2016	Illumina MiSeq	WGS	927936	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/050/SRR12823550/SRR12823550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/050/SRR12823550/SRR12823550_2.fastq.gz
SRR12823553	SAMN10086660	Pakistan	1998	Illumina MiSeq	WGS	482717	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/053/SRR12823553/SRR12823553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/053/SRR12823553/SRR12823553_2.fastq.gz
SRR12823563	SAMN10086703	Pakistan	2015	Illumina MiSeq	WGS	1250440	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/063/SRR12823563/SRR12823563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/063/SRR12823563/SRR12823563_2.fastq.gz
SRR12823587	SAMN10086816	Pakistan	2016	Illumina MiSeq	WGS	531751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/087/SRR12823587/SRR12823587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/087/SRR12823587/SRR12823587_2.fastq.gz
SRR12823666	SAMN10086705	Pakistan	2015	Illumina MiSeq	WGS	904131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12823666/SRR12823666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12823666/SRR12823666_2.fastq.gz
SRR12823799	SAMN10086795	Pakistan	2004	Illumina MiSeq	WGS	813622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/099/SRR12823799/SRR12823799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/099/SRR12823799/SRR12823799_2.fastq.gz
SRR12823800	SAMN10086826	Pakistan	2016	Illumina MiSeq	WGS	929840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/000/SRR12823800/SRR12823800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/000/SRR12823800/SRR12823800_2.fastq.gz
SRR12823801	SAMN10086745	Pakistan	2015	Illumina MiSeq	WGS	1087545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/001/SRR12823801/SRR12823801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/001/SRR12823801/SRR12823801_2.fastq.gz
SRR12823807	SAMN10086698	Pakistan	2016	Illumina MiSeq	WGS	702416	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/007/SRR12823807/SRR12823807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/007/SRR12823807/SRR12823807_2.fastq.gz
SRR12907707	SAMN10086700	Pakistan	2016	Illumina MiSeq	WGS	903753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR12907707/SRR12907707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR12907707/SRR12907707_2.fastq.gz
SRR12907711	SAMN10086830	Pakistan	2016	Illumina MiSeq	WGS	615831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/011/SRR12907711/SRR12907711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/011/SRR12907711/SRR12907711_2.fastq.gz
SRR13120258	SAMN16833454	Pakistan	2018-12	MinION	WGS	14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/058/SRR13120258/SRR13120258_1.fastq.gz
SRR17652061	SAMN25047908	Pakistan	2019	Illumina NovaSeq 6000	WGS	8056559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/061/SRR17652061/SRR17652061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/061/SRR17652061/SRR17652061_2.fastq.gz
SRR21472545	SAMN30525254	Pakistan	2018-04-02	MinION	WGS	88592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/045/SRR21472545/SRR21472545_1.fastq.gz
SRR21472546	SAMN30525254	Pakistan	2018-04-02	NextSeq 500	WGS	2147967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/046/SRR21472546/SRR21472546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/046/SRR21472546/SRR21472546_2.fastq.gz
SRR21472565	SAMN30525242	Pakistan	2018-04-02	MinION	WGS	51744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/065/SRR21472565/SRR21472565_1.fastq.gz
SRR21472581	SAMN30525618	Pakistan	2018-07-18	NextSeq 500	WGS	3172310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/081/SRR21472581/SRR21472581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/081/SRR21472581/SRR21472581_2.fastq.gz
SRR21472632	SAMN30525553	Pakistan	2018-07-18	NextSeq 500	WGS	4260746	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/032/SRR21472632/SRR21472632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/032/SRR21472632/SRR21472632_2.fastq.gz
SRR21472782	SAMN30525162	Pakistan	2018-02-27	MinION	WGS	88687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/082/SRR21472782/SRR21472782_1.fastq.gz
SRR21472913	SAMN30525276	Pakistan	2018-04-02	MinION	WGS	32306	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/013/SRR21472913/SRR21472913_1.fastq.gz
SRR21472936	SAMN30525259	Pakistan	2018-04-02	MinION	WGS	44157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/036/SRR21472936/SRR21472936_1.fastq.gz
SRR21472937	SAMN30525259	Pakistan	2018-04-02	NextSeq 500	WGS	2673200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/037/SRR21472937/SRR21472937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/037/SRR21472937/SRR21472937_2.fastq.gz
SRR21473057	SAMN30525368	Pakistan	2018-05-01	NextSeq 500	WGS	3336505	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/057/SRR21473057/SRR21473057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/057/SRR21473057/SRR21473057_2.fastq.gz
SRR22282156	SAMN31676703	Pakistan	2022	BGISEQ-500	WGS	4327787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/056/SRR22282156/SRR22282156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/056/SRR22282156/SRR22282156_2.fastq.gz
SRR35795639	SAMN51434720	Pakistan	2022-12-31	Illumina NovaSeq X	WGS	4152184	ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/039/SRR35795639/SRR35795639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR357/039/SRR35795639/SRR35795639_2.fastq.gz
SRR4115668	SAMN05252770	Pakistan	2013	Illumina MiSeq	WGS	854288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/008/SRR4115668/SRR4115668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/008/SRR4115668/SRR4115668_2.fastq.gz
SRR4423335	SAMN05908511	Pakistan	2015-06	Illumina MiSeq	WGS	642199	ftp.sra.ebi.ac.uk/vol1/fastq/SRR442/005/SRR4423335/SRR4423335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR442/005/SRR4423335/SRR4423335_2.fastq.gz
SRR5132378	SAMN05213494	Pakistan	2013	Illumina MiSeq	WGS	751954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/008/SRR5132378/SRR5132378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/008/SRR5132378/SRR5132378_2.fastq.gz
SRR5132381	SAMN05213495	Pakistan	2013	Illumina MiSeq	WGS	919331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/001/SRR5132381/SRR5132381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/001/SRR5132381/SRR5132381_2.fastq.gz
SRR5132448	SAMN05213500	Pakistan	2013	Illumina MiSeq	WGS	1109077	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/008/SRR5132448/SRR5132448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/008/SRR5132448/SRR5132448_2.fastq.gz
SRR5132450	SAMN05213498	Pakistan	2013	Illumina MiSeq	WGS	981156	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/000/SRR5132450/SRR5132450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/000/SRR5132450/SRR5132450_2.fastq.gz
SRR28825857	SAMN35732552	Pakistan	2015/2017	MinION	WGS	28112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/057/SRR28825857/SRR28825857_1.fastq.gz
SRR28825866	SAMN35732560	Pakistan	2015/2017	MinION	WGS	45263	ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/066/SRR28825866/SRR28825866_1.fastq.gz
SRR28901300	SAMN35732548	Pakistan	2015/2017	Illumina MiSeq	WGS	683040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/000/SRR28901300/SRR28901300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/000/SRR28901300/SRR28901300_2.fastq.gz
SRR28901308	SAMN35732553	Pakistan	2015/2017	Illumina MiSeq	WGS	612554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/008/SRR28901308/SRR28901308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/008/SRR28901308/SRR28901308_2.fastq.gz
SRR28901312	SAMN35732552	Pakistan	2015/2017	Illumina MiSeq	WGS	663989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/012/SRR28901312/SRR28901312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/012/SRR28901312/SRR28901312_2.fastq.gz
SRR28901318	SAMN35732560	Pakistan	2015/2017	Illumina MiSeq	WGS	625790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/018/SRR28901318/SRR28901318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/018/SRR28901318/SRR28901318_2.fastq.gz
SRR28986969	SAMN41037664	Pakistan	2024-02-14	BGISEQ-500	AMPLICON	4076172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/069/SRR28986969/SRR28986969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/069/SRR28986969/SRR28986969_2.fastq.gz
SRR30252308	SAMN43092448	Pakistan	2023	Illumina MiSeq	WGS	1106224	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/008/SRR30252308/SRR30252308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/008/SRR30252308/SRR30252308_2.fastq.gz
SRR30252317	SAMN43092466	Pakistan	2024	Illumina MiSeq	WGS	1140389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/017/SRR30252317/SRR30252317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/017/SRR30252317/SRR30252317_2.fastq.gz
SRR30252318	SAMN43092465	Pakistan	2024	Illumina MiSeq	WGS	1215572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/018/SRR30252318/SRR30252318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/018/SRR30252318/SRR30252318_2.fastq.gz
SRR30252319	SAMN43092464	Pakistan	2024	Illumina MiSeq	WGS	1135020	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/019/SRR30252319/SRR30252319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/019/SRR30252319/SRR30252319_2.fastq.gz
SRR30252320	SAMN43092463	Pakistan	2024	Illumina MiSeq	WGS	1120488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/020/SRR30252320/SRR30252320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/020/SRR30252320/SRR30252320_2.fastq.gz
SRR30252321	SAMN43092462	Pakistan	2024	Illumina MiSeq	WGS	1193678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/021/SRR30252321/SRR30252321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/021/SRR30252321/SRR30252321_2.fastq.gz
SRR30252322	SAMN43092461	Pakistan	2023	Illumina MiSeq	WGS	1144362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/022/SRR30252322/SRR30252322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/022/SRR30252322/SRR30252322_2.fastq.gz
SRR30252323	SAMN43092460	Pakistan	2023	Illumina MiSeq	WGS	1109234	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/023/SRR30252323/SRR30252323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/023/SRR30252323/SRR30252323_2.fastq.gz
SRR30252324	SAMN43092442	Pakistan	2022	Illumina MiSeq	WGS	1087728	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/024/SRR30252324/SRR30252324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/024/SRR30252324/SRR30252324_2.fastq.gz
SRR30252327	SAMN43092457	Pakistan	2023	Illumina MiSeq	WGS	876637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/027/SRR30252327/SRR30252327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/027/SRR30252327/SRR30252327_2.fastq.gz
SRR30252328	SAMN43092456	Pakistan	2023	Illumina MiSeq	WGS	1114358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/028/SRR30252328/SRR30252328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/028/SRR30252328/SRR30252328_2.fastq.gz
SRR30252329	SAMN43092455	Pakistan	2023	Illumina MiSeq	WGS	994940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/029/SRR30252329/SRR30252329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/029/SRR30252329/SRR30252329_2.fastq.gz
SRR30252332	SAMN43092452	Pakistan	2022	Illumina MiSeq	WGS	1255729	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/032/SRR30252332/SRR30252332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/032/SRR30252332/SRR30252332_2.fastq.gz
SRR30252334	SAMN43092450	Pakistan	2022	Illumina MiSeq	WGS	1200471	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/034/SRR30252334/SRR30252334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/034/SRR30252334/SRR30252334_2.fastq.gz
SRR30252336	SAMN43092440	Pakistan	2022	Illumina MiSeq	WGS	923165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/036/SRR30252336/SRR30252336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/036/SRR30252336/SRR30252336_2.fastq.gz
SRR1610076	SAMN03074798	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	3549927	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610076/SRR1610076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610076/SRR1610076_2.fastq.gz
SRR1610080	SAMN03074802	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	841621	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/000/SRR1610080/SRR1610080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/000/SRR1610080/SRR1610080_2.fastq.gz
SRR1610081	SAMN03074803	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	2306464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/001/SRR1610081/SRR1610081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/001/SRR1610081/SRR1610081_2.fastq.gz
SRR1610083	SAMN03074805	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	1502514	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/003/SRR1610083/SRR1610083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/003/SRR1610083/SRR1610083_2.fastq.gz
SRR1610086	SAMN03074808	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	2171734	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610086/SRR1610086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610086/SRR1610086_2.fastq.gz
SRR1610089	SAMN03074811	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	991504	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/009/SRR1610089/SRR1610089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/009/SRR1610089/SRR1610089_2.fastq.gz
SRR1610090	SAMN03074812	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	755267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/000/SRR1610090/SRR1610090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/000/SRR1610090/SRR1610090_2.fastq.gz
SRR1610092	SAMN03074814	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	WGS	1306312	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/002/SRR1610092/SRR1610092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/002/SRR1610092/SRR1610092_2.fastq.gz
SRR1610136	SAMN03074813	Pakistan: Islamabad	2012-02	Illumina HiSeq 2500	OTHER	518707	ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610136/SRR1610136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/006/SRR1610136/SRR1610136_2.fastq.gz
SRR33541248	SAMN48433934	Pakistan:Quetta	2023-09-08	NextSeq 2000	WGS	7376102	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/048/SRR33541248/SRR33541248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/048/SRR33541248/SRR33541248_2.fastq.gz
SRR33541250	SAMN48433933	Pakistan:Karachi	2023-09-04	NextSeq 2000	WGS	4369252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/050/SRR33541250/SRR33541250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/050/SRR33541250/SRR33541250_2.fastq.gz
SRR33541253	SAMN48433930	Pakistan:Karachi	2023-09-02	NextSeq 2000	WGS	6793167	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/053/SRR33541253/SRR33541253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/053/SRR33541253/SRR33541253_2.fastq.gz
SRR33541256	SAMN48433927	Pakistan:Karachi	2023-09-01	NextSeq 2000	WGS	7634545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/056/SRR33541256/SRR33541256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/056/SRR33541256/SRR33541256_2.fastq.gz
SRR33541257	SAMN48433926	Pakistan:Hyderabaad	2023-09-01	NextSeq 2000	WGS	7478281	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/057/SRR33541257/SRR33541257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/057/SRR33541257/SRR33541257_2.fastq.gz
SRR33541266	SAMN48433889	Pakistan:Quetta	2023-05-24	NextSeq 2000	WGS	8702474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/066/SRR33541266/SRR33541266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/066/SRR33541266/SRR33541266_2.fastq.gz
SRR33541269	SAMN48433886	Pakistan:Karachi	2023-05-19	NextSeq 2000	WGS	6586829	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/069/SRR33541269/SRR33541269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/069/SRR33541269/SRR33541269_2.fastq.gz
SRR33541271	SAMN48433884	Pakistan:Karachi	2023-05-14	NextSeq 2000	WGS	4772725	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/071/SRR33541271/SRR33541271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/071/SRR33541271/SRR33541271_2.fastq.gz
SRR33541272	SAMN48433848	Pakistan:Malir	2023-02-12	NextSeq 2000	WGS	6274894	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/072/SRR33541272/SRR33541272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/072/SRR33541272/SRR33541272_2.fastq.gz
SRR33541273	SAMN48433883	Pakistan:Karachi	2023-05-13	NextSeq 2000	WGS	8662991	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/073/SRR33541273/SRR33541273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/073/SRR33541273/SRR33541273_2.fastq.gz
SRR33541274	SAMN48433882	Pakistan:Karachi	2023-05-08	NextSeq 2000	WGS	7111568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/074/SRR33541274/SRR33541274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/074/SRR33541274/SRR33541274_2.fastq.gz
SRR33541275	SAMN48433881	Pakistan:Karachi	2023-05-08	NextSeq 2000	WGS	6757741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/075/SRR33541275/SRR33541275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/075/SRR33541275/SRR33541275_2.fastq.gz
SRR33541279	SAMN48433921	Pakistan:Karachi	2023-08-21	NextSeq 2000	WGS	8947150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/079/SRR33541279/SRR33541279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/079/SRR33541279/SRR33541279_2.fastq.gz
SRR33541283	SAMN48433917	Pakistan:Hyderabaad	2023-07-21	NextSeq 2000	WGS	6087478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/083/SRR33541283/SRR33541283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/083/SRR33541283/SRR33541283_2.fastq.gz
SRR33541289	SAMN48433912	Pakistan:Hyderabaad	2023-07-14	NextSeq 2000	WGS	6950450	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/089/SRR33541289/SRR33541289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/089/SRR33541289/SRR33541289_2.fastq.gz
SRR33541294	SAMN48433878	Pakistan:Quetta	2023-03-29	NextSeq 2000	WGS	8453948	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/094/SRR33541294/SRR33541294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/094/SRR33541294/SRR33541294_2.fastq.gz
SRR33541298	SAMN48433874	Pakistan:Hyderabaad	2023-03-19	NextSeq 2000	WGS	5137994	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/098/SRR33541298/SRR33541298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/098/SRR33541298/SRR33541298_2.fastq.gz
SRR33541299	SAMN48433847	Pakistan:Multan	2023-02-11	NextSeq 2000	WGS	7967559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/099/SRR33541299/SRR33541299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/099/SRR33541299/SRR33541299_2.fastq.gz
